"","Studentnummer","FOS","Maand"
"2456",4959384,"ja","december"
"5299",4959384,"ja","juni"
"2578",4959515,"ja","december"
"5421",4959515,"ja","juni"
"2523",4959805,"nee","december"
"5366",4959805,"nee","juni"
"1956",4960462,"nee","december"
"4799",4960462,"nee","juni"
"18",4961312,"nee","december"
"2861",4961312,"nee","juni"
"2224",4961475,"ja","december"
"5067",4961475,"ja","juni"
"1628",4961480,"nee","december"
"4471",4961480,"nee","juni"
"2654",4961575,"ja","december"
"5497",4961575,"ja","juni"
"694",4961790,"nee","december"
"3537",4961790,"nee","juni"
"1361",4962260,"nee","december"
"4204",4962260,"nee","juni"
"244",4962610,"ja","december"
"3087",4962610,"ja","juni"
"1913",4962642,"nee","december"
"4756",4962642,"ja","juni"
"1051",4962741,"ja","december"
"3894",4962741,"ja","juni"
"813",4962825,"nee","december"
"3656",4962825,"nee","juni"
"946",4964167,"nee","december"
"3789",4964167,"nee","juni"
"268",4965523,"nee","december"
"3111",4965523,"nee","juni"
"537",4965817,"nee","december"
"3380",4965817,"nee","juni"
"1305",4966122,"nee","december"
"4148",4966122,"nee","juni"
"1324",4966506,"nee","december"
"4167",4966506,"nee","juni"
"2564",4966623,"ja","december"
"5407",4966623,"ja","juni"
"2650",4966638,"ja","december"
"5493",4966638,"ja","juni"
"2655",4966876,"nee","december"
"5498",4966876,"nee","juni"
"1520",4967224,"ja","december"
"4363",4967224,"ja","juni"
"2617",4968903,"ja","december"
"5460",4968903,"ja","juni"
"926",4969044,"nee","december"
"3769",4969044,"nee","juni"
"2044",4969167,"ja","december"
"4887",4969167,"ja","juni"
"778",4969196,"nee","december"
"3621",4969196,"nee","juni"
"1220",4969443,"nee","december"
"4063",4969443,"ja","juni"
"319",4969855,"ja","december"
"3162",4969855,"ja","juni"
"2445",4970507,"ja","december"
"5288",4970507,"ja","juni"
"2102",4971012,"ja","december"
"4945",4971012,"ja","juni"
"2279",4971133,"nee","december"
"5122",4971133,"nee","juni"
"1660",4972284,"ja","december"
"4503",4972284,"ja","juni"
"1012",4972690,"nee","december"
"3855",4972690,"nee","juni"
"1996",4972755,"ja","december"
"4839",4972755,"ja","juni"
"743",4973170,"ja","december"
"3586",4973170,"ja","juni"
"885",4973695,"nee","december"
"3728",4973695,"nee","juni"
"1798",4973741,"nee","december"
"4641",4973741,"nee","juni"
"2485",4974406,"nee","december"
"5328",4974406,"nee","juni"
"880",4974687,"ja","december"
"3723",4974687,"ja","juni"
"776",4974862,"nee","december"
"3619",4974862,"nee","juni"
"2205",4975638,"ja","december"
"5048",4975638,"ja","juni"
"1203",4976177,"nee","december"
"4046",4976177,"nee","juni"
"2601",4976325,"ja","december"
"5444",4976325,"ja","juni"
"2715",4976405,"ja","december"
"5558",4976405,"ja","juni"
"2580",4976568,"nee","december"
"5423",4976568,"nee","juni"
"2566",4976966,"nee","december"
"5409",4976966,"nee","juni"
"1079",4977069,"nee","december"
"3922",4977069,"nee","juni"
"2462",4977163,"nee","december"
"5305",4977163,"nee","juni"
"2289",4977319,"nee","december"
"5132",4977319,"nee","juni"
"766",4977540,"nee","december"
"3609",4977540,"nee","juni"
"2391",4977662,"ja","december"
"5234",4977662,"ja","juni"
"1192",4977782,"ja","december"
"4035",4977782,"ja","juni"
"652",4977932,"nee","december"
"3495",4977932,"nee","juni"
"941",4978497,"ja","december"
"3784",4978497,"ja","juni"
"1363",4978543,"ja","december"
"4206",4978543,"ja","juni"
"666",4979691,"nee","december"
"3509",4979691,"nee","juni"
"482",4980090,"nee","december"
"3325",4980090,"nee","juni"
"2460",4980143,"ja","december"
"5303",4980143,"ja","juni"
"1955",4980397,"nee","december"
"4798",4980397,"nee","juni"
"40",4980459,"ja","december"
"2883",4980459,"ja","juni"
"192",4980635,"ja","december"
"3035",4980635,"ja","juni"
"956",4980890,"nee","december"
"3799",4980890,"nee","juni"
"1753",4981577,"nee","december"
"4596",4981577,"nee","juni"
"150",4982456,"ja","december"
"2993",4982456,"ja","juni"
"258",4982641,"ja","december"
"3101",4982641,"ja","juni"
"2664",4982925,"ja","december"
"5507",4982925,"ja","juni"
"988",4983738,"nee","december"
"3831",4983738,"nee","juni"
"421",4983783,"ja","december"
"3264",4983783,"ja","juni"
"1467",4983881,"nee","december"
"4310",4983881,"nee","juni"
"2248",4984050,"nee","december"
"5091",4984050,"nee","juni"
"1364",4984155,"ja","december"
"4207",4984155,"ja","juni"
"905",4984341,"nee","december"
"3748",4984341,"nee","juni"
"259",4984965,"nee","december"
"3102",4984965,"ja","juni"
"999",4985304,"ja","december"
"3842",4985304,"ja","juni"
"1227",4985421,"nee","december"
"4070",4985421,"nee","juni"
"438",4985850,"nee","december"
"3281",4985850,"nee","juni"
"866",4986355,"ja","december"
"3709",4986355,"ja","juni"
"991",4986465,"nee","december"
"3834",4986465,"nee","juni"
"2020",4986725,"nee","december"
"4863",4986725,"nee","juni"
"927",4988196,"ja","december"
"3770",4988196,"ja","juni"
"553",4988234,"ja","december"
"3396",4988234,"ja","juni"
"1389",4988656,"nee","december"
"4232",4988656,"nee","juni"
"781",4988885,"nee","december"
"3624",4988885,"nee","juni"
"741",4989278,"ja","december"
"3584",4989278,"ja","juni"
"1841",4989772,"ja","december"
"4684",4989772,"ja","juni"
"58",4989802,"nee","december"
"2901",4989802,"nee","juni"
"695",4990607,"nee","december"
"3538",4990607,"nee","juni"
"327",4991129,"nee","december"
"3170",4991129,"nee","juni"
"644",4991207,"ja","december"
"3487",4991207,"ja","juni"
"362",4991465,"nee","december"
"3205",4991465,"nee","juni"
"867",4993083,"nee","december"
"3710",4993083,"nee","juni"
"2347",4993649,"ja","december"
"5190",4993649,"ja","juni"
"501",4993721,"ja","december"
"3344",4993721,"ja","juni"
"168",4994603,"ja","december"
"3011",4994603,"ja","juni"
"2241",4995728,"ja","december"
"5084",4995728,"ja","juni"
"2417",4996022,"ja","december"
"5260",4996022,"ja","juni"
"2295",4996434,"ja","december"
"5138",4996434,"ja","juni"
"2017",4996663,"nee","december"
"4860",4996663,"nee","juni"
"1242",4997194,"ja","december"
"4085",4997194,"ja","juni"
"2544",4997354,"ja","december"
"5387",4997354,"ja","juni"
"2354",4997387,"nee","december"
"5197",4997387,"ja","juni"
"1068",4997574,"nee","december"
"3911",4997574,"nee","juni"
"2684",4998543,"ja","december"
"5527",4998543,"ja","juni"
"1260",4998713,"nee","december"
"4103",4998713,"nee","juni"
"2115",4999145,"nee","december"
"4958",4999145,"nee","juni"
"2838",4999933,"ja","december"
"5681",4999933,"ja","juni"
"33",4999949,"nee","december"
"2876",4999949,"nee","juni"
